Year,State,Obesity_Rate,Education_Level
2017,New Hampshire,35.7,Some college or technical school
2017,New Hampshire,22.1,College graduate
2017,New Hampshire,38.0,High school graduate
2017,New Hampshire,31.5,High school graduate
2017,New Hampshire,38.4,College graduate
2017,New Jersey,36.3,Less than high school
2017,New Jersey,33.5,High school graduate
2017,New Jersey,35.6,Less than high school
2017,New Jersey,36.7,College graduate
2017,New Jersey,28.0,Some college or technical school
2017,New Jersey,35.5,Some college or technical school
2017,New Mexico,36.4,College graduate
2017,New Mexico,24.3,College graduate
2017,New Mexico,36.5,Some college or technical school
2017,New Mexico,36.3,High school graduate
2017,New Mexico,39.3,Less than high school
2017,New Mexico,33.6,Less than high school
2017,New Mexico,29.1,High school graduate
2017,New Mexico,28.1,Some college or technical school
2017,Nevada,27.0,Less than high school
2017,Nevada,29.1,High school graduate
2017,Nevada,28.8,Some college or technical school
2017,Nevada,35.8,Less than high school
2017,Nevada,42.5,Some college or technical school
2017,Nevada,37.7,College graduate
2017,Nevada,37.4,High school graduate
2017,New York,36.9,College graduate
2017,New York,28.2,Some college or technical school
2017,New York,35.9,Less than high school
2017,New York,34.9,High school graduate
2017,New York,28.1,High school graduate
2017,New York,34.3,Some college or technical school
2017,New York,33.3,Less than high school
2017,Ohio,39.2,Less than high school
2017,Ohio,35.1,Some college or technical school
2017,Ohio,30.5,Less than high school
2017,Ohio,33.9,Some college or technical school
2017,Ohio,36.0,High school graduate
2017,Ohio,38.6,College graduate
2017,Ohio,26.6,College graduate
2017,Ohio,32.5,High school graduate
2017,Oklahoma,38.8,Some college or technical school
2017,Oklahoma,37.9,Less than high school
2017,Oklahoma,30.4,Less than high school
2017,Oklahoma,29.9,College graduate
2017,Oklahoma,33.0,Some college or technical school
2017,Oklahoma,37.1,College graduate
2017,Oklahoma,37.9,High school graduate
2017,Oklahoma,34.9,High school graduate
2017,Oregon,33.2,High school graduate
2017,Oregon,36.3,Less than high school
2017,Oregon,35.9,College graduate
2017,Oregon,31.9,Some college or technical school
2017,Oregon,33.8,High school graduate
2017,Oregon,37.9,Less than high school
2017,Oregon,34.9,Some college or technical school
2017,Pennsylvania,34.0,High school graduate
2017,Pennsylvania,33.7,Less than high school
2017,Pennsylvania,34.2,College graduate
2017,Pennsylvania,32.1,Some college or technical school
2017,Pennsylvania,35.7,Some college or technical school
2017,Pennsylvania,26.1,College graduate
2017,Pennsylvania,36.1,Less than high school
2017,Pennsylvania,36.9,High school graduate
2017,Puerto Rico,33.5,High school graduate
2017,Puerto Rico,35.9,High school graduate
2017,Puerto Rico,39.0,Less than high school
2017,Puerto Rico,30.5,Some college or technical school
2017,Puerto Rico,26.2,College graduate
2017,Puerto Rico,34.7,Less than high school
2017,Puerto Rico,36.2,Some college or technical school
2017,Puerto Rico,37.8,College graduate
2017,Rhode Island,31.3,Less than high school
2017,Rhode Island,37.6,Less than high school
2017,Rhode Island,32.8,High school graduate
2017,Rhode Island,38.7,College graduate
2017,Rhode Island,29.3,Some college or technical school
2017,Rhode Island,23.5,College graduate
2017,Rhode Island,34.6,Some college or technical school
2017,Rhode Island,34.2,High school graduate
2017,South Carolina,37.8,High school graduate
2017,South Carolina,32.3,High school graduate
2017,South Carolina,32.6,Less than high school
2017,South Carolina,34.1,Some college or technical school
2017,South Carolina,34.0,Less than high school
2017,South Carolina,27.7,College graduate
2017,South Carolina,35.5,Some college or technical school
2017,South Carolina,36.9,College graduate
2017,South Dakota,32.1,Some college or technical school
2017,South Dakota,34.3,Some college or technical school
2017,South Dakota,28.5,Less than high school
2017,South Dakota,40.2,Less than high school
2017,South Dakota,40.9,College graduate
2017,South Dakota,27.8,College graduate
2017,South Dakota,32.4,High school graduate
2017,South Dakota,35.8,High school graduate
2017,Tennessee,38.3,Less than high school
2017,Tennessee,35.6,Less than high school
2017,Tennessee,37.5,College graduate
2017,Tennessee,33.4,High school graduate
2017,Tennessee,34.5,High school graduate
2017,Tennessee,33.6,Some college or technical school
2017,Tennessee,25.8,College graduate
2017,Tennessee,36.5,Some college or technical school
2017,Texas,40.5,Less than high school
2017,Texas,39.6,College graduate
2017,Texas,25.9,College graduate
2017,Texas,32.7,Some college or technical school
2017,Texas,36.0,High school graduate
2017,Texas,33.6,Some college or technical school
2017,Texas,35.8,High school graduate
2017,Texas,37.6,Less than high school
2017,National,34.0,Less than high school
2017,National,35.6,Less than high school
2017,National,32.9,High school graduate
2017,National,22.7,College graduate
2017,National,37.3,College graduate
2017,National,34.6,Some college or technical school
2017,National,31.9,Some college or technical school
2017,National,34.7,High school graduate
2017,Utah,37.4,Less than high school
2017,Utah,38.9,College graduate
2017,Utah,27.0,Some college or technical school
2017,Utah,33.7,High school graduate
2017,Utah,33.4,Some college or technical school
2017,Utah,24.9,High school graduate
2017,Utah,23.1,College graduate
2017,Utah,25.1,Less than high school
2017,Virginia,32.7,High school graduate
2017,Virginia,35.2,High school graduate
2017,Virginia,23.5,College graduate
2017,Virginia,39.5,Less than high school
2017,Virginia,31.8,Some college or technical school
2017,Virginia,33.3,Less than high school
2017,Virginia,37.7,Some college or technical school
2017,Virginia,36.8,College graduate
2017,Vermont,31.2,Less than high school
2017,Vermont,41.2,Less than high school
2017,Vermont,33.5,High school graduate
2017,Vermont,32.3,High school graduate
2017,Vermont,27.5,Some college or technical school
2017,Vermont,37.0,Some college or technical school
2017,Vermont,37.0,College graduate
2017,Washington,34.5,Some college or technical school
2017,Washington,30.2,Some college or technical school
2017,Washington,31.8,High school graduate
2017,Washington,29.9,Less than high school
2017,Washington,35.8,College graduate
2017,Washington,34.7,High school graduate
2017,Washington,34.2,Less than high school
2017,Wisconsin,24.6,Less than high school
2017,Wisconsin,35.8,Some college or technical school
2017,Wisconsin,34.2,High school graduate
2017,Wisconsin,36.8,High school graduate
2017,Wisconsin,23.0,College graduate
2017,Wisconsin,37.5,Less than high school
2017,Wisconsin,38.8,College graduate
2017,Wisconsin,33.8,Some college or technical school
2017,West Virginia,42.5,Some college or technical school
2017,West Virginia,38.5,Less than high school
2017,West Virginia,37.8,College graduate
2017,West Virginia,32.1,Some college or technical school
2017,West Virginia,34.1,High school graduate
2017,West Virginia,33.2,College graduate
2017,West Virginia,29.7,Less than high school
2017,West Virginia,37.2,High school graduate
2017,Wyoming,31.3,High school graduate
2017,Wyoming,37.6,College graduate
2017,Wyoming,34.2,Some college or technical school
2017,Wyoming,42.3,Less than high school
2017,Wyoming,23.6,College graduate
2017,Wyoming,32.1,Some college or technical school
2017,Wyoming,35.0,High school graduate
2018,Alaska,30.7,High school graduate
2018,Alaska,35.3,Some college or technical school
2018,Alaska,24.0,College graduate
2018,Alaska,33.1,High school graduate
2018,Alaska,37.0,College graduate
2018,Alaska,32.2,Less than high school
2018,Alaska,30.7,Less than high school
2018,Alaska,31.8,Some college or technical school
2018,Alabama,39.2,Less than high school
2018,Alabama,29.4,College graduate
2018,Alabama,32.3,High school graduate
2018,Alabama,39.7,College graduate
2018,Alabama,36.6,High school graduate
2018,Alabama,39.2,Some college or technical school
2018,Alabama,29.6,Less than high school
2018,Alabama,32.1,Some college or technical school
2018,Arkansas,40.5,Some college or technical school
2018,Arkansas,36.2,High school graduate
2018,Arkansas,32.1,Some college or technical school
2018,Arkansas,35.5,College graduate
2018,Arkansas,34.1,College graduate
2018,Arkansas,33.2,High school graduate
2018,Arkansas,36.4,Less than high school
2018,Arkansas,33.2,Less than high school
2018,Arizona,33.3,Less than high school
2018,Arizona,34.2,High school graduate
2018,Arizona,35.8,Some college or technical school
2018,Arizona,23.5,College graduate
2018,Arizona,38.4,Less than high school
2018,Arizona,31.1,High school graduate
2018,Arizona,29.4,Some college or technical school
2018,Arizona,36.5,College graduate
2018,California,36.1,College graduate
2018,California,34.4,Less than high school
2018,California,34.7,High school graduate
2018,California,27.6,High school graduate
2018,California,41.3,Less than high school
2018,California,27.6,Some college or technical school
2018,California,35.2,Some college or technical school
2018,Colorado,29.4,Less than high school
2018,Colorado,36.0,Some college or technical school
2018,Colorado,36.7,College graduate
2018,Colorado,25.7,High school graduate
2018,Colorado,25.5,Some college or technical school
2018,Colorado,36.6,Less than high school
2018,Colorado,34.6,High school graduate
2018,Connecticut,31.2,Less than high school
2018,Connecticut,35.8,Some college or technical school
2018,Connecticut,37.5,College graduate
2018,Connecticut,36.0,High school graduate
2018,Connecticut,30.5,High school graduate
2018,Connecticut,41.3,Less than high school
2018,Connecticut,22.9,College graduate
2018,Connecticut,28.6,Some college or technical school
2018,District of Columbia,39.5,Less than high school
2018,District of Columbia,25.9,Less than high school
2018,District of Columbia,29.6,Some college or technical school
2018,District of Columbia,30.6,High school graduate
2018,District of Columbia,30.3,Some college or technical school
2018,District of Columbia,35.8,High school graduate
2018,District of Columbia,32.6,College graduate
2018,Delaware,34.2,High school graduate
2018,Delaware,35.7,High school graduate
2018,Delaware,42.1,Less than high school
2018,Delaware,27.6,College graduate
2018,Delaware,35.8,Some college or technical school
2018,Delaware,34.9,Some college or technical school
2018,Delaware,27.6,Less than high school
2018,Delaware,34.3,College graduate
2018,Florida,37.1,College graduate
2018,Florida,31.9,High school graduate
2018,Florida,34.7,High school graduate
2018,Florida,36.2,Some college or technical school
2018,Florida,25.9,College graduate
2018,Florida,31.0,Some college or technical school
2018,Florida,37.2,Less than high school
2018,Florida,30.0,Less than high school
2018,Georgia,37.5,College graduate
2018,Georgia,31.5,High school graduate
2018,Georgia,36.7,Less than high school
2018,Georgia,35.0,High school graduate
2018,Georgia,33.9,Some college or technical school
2018,Georgia,34.6,Some college or technical school
2018,Georgia,26.2,College graduate
2018,Georgia,36.9,Less than high school
2018,Guam,33.5,High school graduate
2018,Guam,35.2,College graduate
2018,Guam,22.7,College graduate
2018,Guam,30.8,Less than high school
2018,Guam,22.4,Less than high school
2018,Guam,30.5,Some college or technical school
2018,Guam,34.6,High school graduate
2018,Guam,35.4,Some college or technical school
2018,Hawaii,29.5,Less than high school
2018,Hawaii,33.9,High school graduate
2018,Hawaii,28.0,Less than high school
2018,Hawaii,36.8,Some college or technical school
2018,Hawaii,24.0,Some college or technical school
2018,Hawaii,31.1,High school graduate
2018,Hawaii,34.1,College graduate
2018,Iowa,38.0,High school graduate
2018,Iowa,32.9,High school graduate
2018,Iowa,38.4,Less than high school
2018,Iowa,29.2,College graduate
2018,Iowa,36.1,Some college or technical school
2018,Iowa,36.8,Some college or technical school
2018,Iowa,29.1,Less than high school
2018,Iowa,34.8,College graduate
2018,Idaho,38.4,High school graduate
2018,Idaho,23.1,College graduate
2018,Idaho,32.7,Less than high school
2018,Idaho,34.0,Some college or technical school
2018,Idaho,24.8,High school graduate
2018,Idaho,33.3,Some college or technical school
2018,Idaho,38.3,College graduate
2018,Idaho,27.8,Less than high school
2018,Illinois,36.3,Less than high school
2018,Illinois,34.5,Some college or technical school
2018,Illinois,33.5,High school graduate
2018,Illinois,36.1,College graduate
2018,Illinois,36.7,Less than high school
2018,Illinois,32.9,High school graduate
2018,Illinois,35.7,Some college or technical school
2018,Illinois,25.1,College graduate
2018,Indiana,24.9,Less than high school
2018,Indiana,34.6,Less than high school
2018,Indiana,32.3,High school graduate
2018,Indiana,30.2,College graduate
2018,Indiana,36.6,High school graduate
2018,Indiana,33.4,College graduate
2018,Indiana,34.6,Some college or technical school
2018,Indiana,34.2,Some college or technical school
2018,Kansas,32.4,Less than high school
2018,Kansas,32.7,Some college or technical school
2018,Kansas,37.3,High school graduate
2018,Kansas,37.4,Some college or technical school
2018,Kansas,37.2,College graduate
2018,Kansas,33.0,High school graduate
2018,Kansas,34.3,Less than high school
2018,Kansas,28.9,College graduate
2018,Kentucky,36.6,Some college or technical school
2018,Kentucky,37.7,High school graduate
2018,Kentucky,37.8,Less than high school
2018,Kentucky,33.3,Some college or technical school
2018,Kentucky,23.8,Less than high school
2018,Kentucky,32.6,College graduate
2018,Kentucky,34.3,College graduate
2018,Kentucky,33.3,High school graduate
2018,Louisiana,32.4,Some college or technical school
2018,Louisiana,32.7,High school graduate
2018,Louisiana,27.5,Less than high school
2018,Louisiana,38.2,Some college or technical school
2018,Louisiana,29.6,College graduate
2018,Louisiana,40.4,High school graduate
2018,Louisiana,36.7,College graduate
2018,Louisiana,36.0,Less than high school
2018,Massachusetts,35.6,College graduate
2018,Massachusetts,29.4,High school graduate
2018,Massachusetts,38.4,Less than high school
2018,Massachusetts,37.1,High school graduate
2018,Massachusetts,34.2,Some college or technical school
2018,Massachusetts,29.0,Less than high school
2018,Massachusetts,28.1,Some college or technical school
2018,Maryland,35.6,Some college or technical school
2018,Maryland,37.8,College graduate
2018,Maryland,35.5,High school graduate
2018,Maryland,25.7,College graduate
2018,Maryland,33.1,Some college or technical school
2018,Maryland,35.1,Less than high school
2018,Maryland,34.8,Less than high school
2018,Maryland,31.7,High school graduate
2018,Maine,23.5,College graduate
2018,Maine,36.2,High school graduate
2018,Maine,31.8,Less than high school
2018,Maine,37.9,College graduate
2018,Maine,34.6,Less than high school
2018,Maine,33.1,Some college or technical school
2018,Maine,33.2,High school graduate
2018,Maine,32.6,Some college or technical school
2018,Michigan,26.7,College graduate
2018,Michigan,34.9,Less than high school
2018,Michigan,38.5,College graduate
2018,Michigan,36.0,Some college or technical school
2018,Michigan,34.4,Some college or technical school
2018,Michigan,31.6,Less than high school
2018,Michigan,34.3,High school graduate
2018,Michigan,32.3,High school graduate
2018,Minnesota,24.3,College graduate
2018,Minnesota,32.7,Some college or technical school
2018,Minnesota,32.8,High school graduate
2018,Minnesota,33.4,Less than high school
2018,Minnesota,35.5,Some college or technical school
2018,Minnesota,37.1,College graduate
2018,Minnesota,33.3,Less than high school
2018,Minnesota,35.0,High school graduate
2018,Missouri,29.3,College graduate
2018,Missouri,37.9,Less than high school
2018,Missouri,34.3,High school graduate
2018,Missouri,32.5,High school graduate
2018,Missouri,34.6,College graduate
2018,Missouri,30.0,Less than high school
2018,Missouri,39.2,Some college or technical school
2018,Missouri,29.9,Some college or technical school
2018,Mississippi,40.8,Some college or technical school
2018,Mississippi,35.9,College graduate
2018,Mississippi,35.3,Some college or technical school
2018,Mississippi,31.7,High school graduate
2018,Mississippi,28.8,Less than high school
2018,Mississippi,38.4,Less than high school
2018,Mississippi,38.8,College graduate
2018,Mississippi,41.1,High school graduate
2018,Montana,36.5,College graduate
2018,Montana,39.3,Less than high school
2018,Montana,37.0,High school graduate
2018,Montana,25.8,College graduate
2018,Montana,28.5,Some college or technical school
2018,Montana,34.9,Some college or technical school
2018,Montana,26.4,High school graduate
2018,Montana,25.8,Less than high school
2018,North Carolina,32.5,High school graduate
2018,North Carolina,37.8,Less than high school
2018,North Carolina,35.5,Less than high school
2018,North Carolina,24.8,College graduate
2018,North Carolina,38.2,Some college or technical school
2018,North Carolina,32.8,Some college or technical school
2018,North Carolina,38.7,College graduate
2018,North Carolina,34.0,High school graduate
2018,North Dakota,31.2,College graduate
2018,North Dakota,37.1,Some college or technical school
2018,North Dakota,35.9,Less than high school
2018,North Dakota,33.6,High school graduate
2018,North Dakota,36.6,College graduate
2018,North Dakota,36.1,Some college or technical school
2018,North Dakota,33.4,Less than high school
2018,North Dakota,38.2,High school graduate
2018,Nebraska,37.4,College graduate
2018,Nebraska,39.5,Less than high school
2018,Nebraska,36.1,High school graduate
2018,Nebraska,35.1,Some college or technical school
2018,Nebraska,29.5,College graduate
2018,Nebraska,29.6,Less than high school
2018,Nebraska,34.0,High school graduate
2018,Nebraska,34.5,Some college or technical school
2018,New Hampshire,37.9,College graduate
2018,New Hampshire,24.5,Less than high school
2018,New Hampshire,35.0,Some college or technical school
2018,New Hampshire,42.0,Less than high school
2018,New Hampshire,35.8,High school graduate
2018,New Hampshire,33.9,High school graduate
2018,New Hampshire,22.3,College graduate
2018,New Hampshire,30.5,Some college or technical school
2018,New Jersey,31.1,High school graduate
2018,New Jersey,27.8,Some college or technical school
2018,New Jersey,39.6,College graduate
2018,New Jersey,36.6,High school graduate
2018,New Jersey,30.7,Some college or technical school
2018,New Jersey,26.6,Less than high school
2018,New Mexico,25.7,College graduate
2018,New Mexico,35.8,Some college or technical school
2018,New Mexico,39.1,Less than high school
2018,New Mexico,33.5,High school graduate
2018,New Mexico,36.3,College graduate
2018,New Mexico,33.2,Less than high school
2018,New Mexico,34.3,High school graduate
2018,New Mexico,32.5,Some college or technical school
2018,Nevada,25.6,High school graduate
2018,Nevada,34.4,Some college or technical school
2018,Nevada,33.6,Less than high school
2018,Nevada,33.9,Some college or technical school
2018,Nevada,36.4,High school graduate
2018,Nevada,25.2,College graduate
2018,Nevada,38.6,College graduate
2018,New York,34.9,College graduate
2018,New York,31.2,High school graduate
2018,New York,38.2,Less than high school
2018,New York,29.0,Some college or technical school
2018,New York,22.1,College graduate
2018,New York,35.0,High school graduate
2018,New York,31.6,Less than high school
2018,New York,33.8,Some college or technical school
2018,Ohio,29.4,College graduate
2018,Ohio,34.1,Some college or technical school
2018,Ohio,32.2,Less than high school
2018,Ohio,32.9,Less than high school
2018,Ohio,36.7,College graduate
2018,Ohio,35.5,Some college or technical school
2018,Ohio,33.5,High school graduate
2018,Ohio,36.7,High school graduate
2018,Oklahoma,34.3,Less than high school
2018,Oklahoma,37.4,Some college or technical school
2018,Oklahoma,36.3,College graduate
2018,Oklahoma,33.2,Less than high school
2018,Oklahoma,32.8,Some college or technical school
2018,Oklahoma,34.1,High school graduate
2018,Oklahoma,35.8,High school graduate
2018,Oklahoma,33.0,College graduate
2018,Oregon,31.3,High school graduate
2018,Oregon,32.5,High school graduate
2018,Oregon,28.7,Less than high school
2018,Oregon,24.5,College graduate
2018,Oregon,35.6,Some college or technical school
2018,Oregon,35.7,College graduate
2018,Oregon,35.5,Less than high school
2018,Oregon,31.7,Some college or technical school
2018,Pennsylvania,38.0,College graduate
2018,Pennsylvania,32.3,High school graduate
2018,Pennsylvania,35.9,Less than high school
2018,Pennsylvania,35.6,Some college or technical school
2018,Pennsylvania,32.4,Some college or technical school
2018,Pennsylvania,34.4,High school graduate
2018,Pennsylvania,26.3,College graduate
2018,Pennsylvania,26.9,Less than high school
2018,Puerto Rico,38.5,College graduate
2018,Puerto Rico,37.5,Less than high school
2018,Puerto Rico,30.6,College graduate
2018,Puerto Rico,32.9,Some college or technical school
2018,Puerto Rico,35.9,High school graduate
2018,Puerto Rico,35.3,Less than high school
2018,Puerto Rico,33.6,High school graduate
2018,Puerto Rico,34.5,Some college or technical school
2018,Rhode Island,35.5,Less than high school
2018,Rhode Island,37.6,College graduate
2018,Rhode Island,37.0,High school graduate
2018,Rhode Island,30.7,High school graduate
2018,Rhode Island,27.1,Some college or technical school
2018,Rhode Island,22.5,College graduate
2018,Rhode Island,35.3,Some college or technical school
2018,Rhode Island,39.1,Less than high school
2018,South Carolina,36.8,High school graduate
2018,South Carolina,29.3,College graduate
2018,South Carolina,39.8,College graduate
2018,South Carolina,34.7,Some college or technical school
2018,South Carolina,35.9,Some college or technical school
2018,South Carolina,34.1,High school graduate
2018,South Carolina,36.9,Less than high school
2018,South Carolina,28.9,Less than high school
2018,South Dakota,34.4,Some college or technical school
2018,South Dakota,30.5,Less than high school
2018,South Dakota,37.6,Less than high school
2018,South Dakota,32.7,Some college or technical school
2018,South Dakota,28.5,College graduate
2018,South Dakota,40.3,High school graduate
2018,South Dakota,28.3,High school graduate
2018,South Dakota,39.6,College graduate
2018,Tennessee,32.9,Less than high school
2018,Tennessee,29.0,College graduate
2018,Tennessee,35.2,College graduate
2018,Tennessee,37.5,High school graduate
2018,Tennessee,32.7,Some college or technical school
2018,Tennessee,33.3,High school graduate
2018,Tennessee,35.3,Some college or technical school
2018,Tennessee,34.6,Less than high school
2018,Texas,34.6,High school graduate
2018,Texas,36.1,Some college or technical school
2018,Texas,29.2,College graduate
2018,Texas,33.6,College graduate
2018,Texas,33.6,Some college or technical school
2018,Texas,39.6,Less than high school
2018,Texas,39.1,Less than high school
2018,Texas,36.1,High school graduate
2018,National,35.0,Less than high school
2018,National,24.7,College graduate
2018,National,36.5,College graduate
2018,National,34.2,Some college or technical school
2018,National,35.5,Less than high school
2018,National,33.0,Some college or technical school
2018,National,33.1,High school graduate
2018,National,34.2,High school graduate
2018,Utah,31.2,High school graduate
2018,Utah,32.3,High school graduate
2018,Utah,27.7,Some college or technical school
2018,Utah,24.5,College graduate
2018,Utah,36.8,College graduate
2018,Utah,29.1,Less than high school
2018,Utah,37.9,Less than high school
2018,Utah,33.0,Some college or technical school
2018,Virginia,25.2,College graduate
2018,Virginia,30.8,Less than high school
2018,Virginia,38.6,College graduate
2018,Virginia,32.8,High school graduate
2018,Virginia,35.7,High school graduate
2018,Virginia,33.1,Some college or technical school
2018,Virginia,34.7,Some college or technical school
2018,Virginia,34.1,Less than high school
2018,Vermont,34.9,College graduate
2018,Vermont,32.3,Less than high school
2018,Vermont,34.1,Less than high school
2018,Vermont,35.5,High school graduate
2018,Vermont,35.1,Some college or technical school
2018,Vermont,30.6,High school graduate
2018,Vermont,27.4,Some college or technical school
2018,Washington,38.6,Less than high school
2018,Washington,31.4,Less than high school
2018,Washington,36.4,College graduate
2018,Washington,33.6,Some college or technical school
2018,Washington,32.7,High school graduate
2018,Washington,32.7,Some college or technical school
2018,Washington,31.8,High school graduate
2018,Wisconsin,35.6,High school graduate
2018,Wisconsin,35.4,High school graduate
2018,Wisconsin,38.1,Less than high school
2018,Wisconsin,36.5,Some college or technical school
2018,Wisconsin,34.8,Some college or technical school
2018,Wisconsin,25.2,College graduate
2018,Wisconsin,35.9,College graduate
2018,Wisconsin,30.2,Less than high school
2018,West Virginia,36.2,College graduate
2018,West Virginia,32.2,Some college or technical school
2018,West Virginia,40.7,High school graduate
2018,West Virginia,31.8,High school graduate
2018,West Virginia,30.1,Less than high school
2018,West Virginia,39.2,Some college or technical school
2018,West Virginia,41.8,Less than high school
2018,West Virginia,36.0,College graduate
2018,Wyoming,36.3,College graduate
2018,Wyoming,24.4,College graduate
2018,Wyoming,30.2,Less than high school
2018,Wyoming,33.3,Less than high school
2018,Wyoming,33.8,Some college or technical school
2018,Wyoming,26.2,High school graduate
2018,Wyoming,33.9,Some college or technical school
2018,Wyoming,37.1,High school graduate
2019,Alaska,38.6,Some college or technical school
2019,Alaska,32.4,Less than high school
2019,Alaska,37.5,High school graduate
2019,Alaska,27.3,High school graduate
2019,Alaska,37.5,College graduate
2019,Alaska,35.8,Some college or technical school
2019,Alaska,22.6,College graduate
2019,Alaska,28.5,Less than high school
2019,Alabama,43.4,Less than high school
2019,Alabama,38.3,College graduate
2019,Alabama,30.2,Less than high school
2019,Alabama,32.0,College graduate
2019,Alabama,33.3,Some college or technical school
2019,Alabama,34.0,High school graduate
2019,Alabama,37.3,Some college or technical school
2019,Alabama,34.4,High school graduate
2019,Arkansas,37.8,Some college or technical school
2019,Arkansas,36.3,College graduate
2019,Arkansas,32.5,High school graduate
2019,Arkansas,32.0,Less than high school
2019,Arkansas,32.6,Some college or technical school
2019,Arkansas,37.8,High school graduate
2019,Arkansas,33.6,College graduate
2019,Arkansas,41.4,Less than high school
2019,Arizona,35.7,College graduate
2019,Arizona,32.0,Some college or technical school
2019,Arizona,27.2,College graduate
2019,Arizona,37.3,Less than high school
2019,Arizona,36.1,Less than high school
2019,Arizona,32.5,High school graduate
2019,Arizona,33.7,High school graduate
2019,Arizona,32.8,Some college or technical school
2019,California,36.0,Some college or technical school
2019,California,37.3,College graduate
2019,California,34.8,High school graduate
2019,California,25.7,Some college or technical school
2019,California,30.8,High school graduate
2019,California,40.2,Less than high school
2019,California,36.7,Less than high school
2019,Colorado,36.6,College graduate
2019,Colorado,29.3,Less than high school
2019,Colorado,26.6,High school graduate
2019,Colorado,33.6,High school graduate
2019,Colorado,34.7,Some college or technical school
2019,Colorado,26.4,Some college or technical school
2019,Colorado,36.0,Less than high school
2019,Connecticut,34.6,Some college or technical school
2019,Connecticut,22.6,College graduate
2019,Connecticut,31.6,High school graduate
2019,Connecticut,37.8,Less than high school
2019,Connecticut,37.5,College graduate
2019,Connecticut,42.4,Less than high school
2019,Connecticut,35.4,High school graduate
2019,Connecticut,32.1,Some college or technical school
2019,District of Columbia,39.4,Less than high school
2019,District of Columbia,34.9,High school graduate
2019,District of Columbia,26.9,High school graduate
2019,District of Columbia,33.9,College graduate
2019,District of Columbia,36.3,Less than high school
2019,District of Columbia,33.1,Some college or technical school
2019,District of Columbia,29.3,Some college or technical school
2019,Delaware,38.5,High school graduate
2019,Delaware,29.3,Less than high school
2019,Delaware,37.3,College graduate
2019,Delaware,29.1,College graduate
2019,Delaware,35.5,Some college or technical school
2019,Delaware,33.1,Some college or technical school
2019,Delaware,34.1,High school graduate
2019,Delaware,34.3,Less than high school
2019,Florida,28.9,Less than high school
2019,Florida,30.3,High school graduate
2019,Florida,22.1,College graduate
2019,Florida,38.7,College graduate
2019,Florida,27.7,Some college or technical school
2019,Florida,36.7,Less than high school
2019,Florida,37.8,Some college or technical school
2019,Florida,37.1,High school graduate
2019,Georgia,38.6,Less than high school
2019,Georgia,32.1,High school graduate
2019,Georgia,34.9,Less than high school
2019,Georgia,34.0,College graduate
2019,Georgia,30.2,College graduate
2019,Georgia,34.5,High school graduate
2019,Georgia,32.4,Some college or technical school
2019,Georgia,34.9,Some college or technical school
2019,Guam,34.3,High school graduate
2019,Guam,42.4,Less than high school
2019,Guam,39.8,College graduate
2019,Guam,34.4,High school graduate
2019,Guam,41.2,Some college or technical school
2019,Guam,27.2,College graduate
2019,Guam,31.3,Some college or technical school
2019,Hawaii,24.4,Some college or technical school
2019,Hawaii,32.9,College graduate
2019,Hawaii,34.5,Some college or technical school
2019,Hawaii,32.8,High school graduate
2019,Hawaii,26.7,Less than high school
2019,Hawaii,30.6,High school graduate
2019,Hawaii,30.5,Less than high school
2019,Iowa,32.7,High school graduate
2019,Iowa,35.9,Less than high school
2019,Iowa,35.3,Some college or technical school
2019,Iowa,36.7,College graduate
2019,Iowa,35.4,High school graduate
2019,Iowa,30.0,College graduate
2019,Iowa,34.7,Some college or technical school
2019,Iowa,31.1,Less than high school
2019,Idaho,34.4,Some college or technical school
2019,Idaho,35.1,College graduate
2019,Idaho,31.7,Less than high school
2019,Idaho,34.6,Less than high school
2019,Idaho,30.5,Some college or technical school
2019,Idaho,28.1,High school graduate
2019,Idaho,28.6,College graduate
2019,Idaho,35.0,High school graduate
2019,Illinois,33.3,High school graduate
2019,Illinois,25.5,College graduate
2019,Illinois,36.9,College graduate
2019,Illinois,32.3,High school graduate
2019,Illinois,32.1,Some college or technical school
2019,Illinois,33.8,Less than high school
2019,Illinois,34.7,Less than high school
2019,Illinois,36.1,Some college or technical school
2019,Indiana,29.5,College graduate
2019,Indiana,26.0,Less than high school
2019,Indiana,34.9,High school graduate
2019,Indiana,35.5,College graduate
2019,Indiana,35.2,Some college or technical school
2019,Indiana,36.4,Some college or technical school
2019,Indiana,34.2,High school graduate
2019,Kansas,32.0,Less than high school
2019,Kansas,36.0,High school graduate
2019,Kansas,33.6,Some college or technical school
2019,Kansas,34.7,High school graduate
2019,Kansas,39.1,Some college or technical school
2019,Kansas,31.2,College graduate
2019,Kansas,35.5,College graduate
2019,Kansas,36.3,Less than high school
2019,Kentucky,30.8,Less than high school
2019,Kentucky,34.5,High school graduate
2019,Kentucky,37.7,College graduate
2019,Kentucky,39.1,Some college or technical school
2019,Kentucky,35.9,High school graduate
2019,Kentucky,35.2,Some college or technical school
2019,Kentucky,41.2,Less than high school
2019,Kentucky,32.5,College graduate
2019,Louisiana,32.7,Some college or technical school
2019,Louisiana,39.0,Some college or technical school
2019,Louisiana,36.3,College graduate
2019,Louisiana,39.0,Less than high school
2019,Louisiana,37.9,High school graduate
2019,Louisiana,32.3,Less than high school
2019,Louisiana,31.3,College graduate
2019,Louisiana,34.3,High school graduate
